,,,,,2015-16 Preliminary School Grades,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Legend for School Types: 01=Elementary; 02=Middle; 03=High; 04=Combination ,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Additional information is available in the School Grades calculations guide at http://schoolgrades.fldoe.org/.,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
District Number,District Name,School Number,Region,Board District,School Name,English Language Arts Achievement,English Language Arts Learning Gains,English Language Arts Learning Gains of the Lowest 25%,Mathematics Achievement,Mathematics Learning Gains,Mathematics Learning Gains of the Lowest 25%,Science Achievement,Social Studies Achievement,Middle School Acceleration,Graduation Rate 2014-15,College and Career Acceleration 2014-15,Total Points Earned,Total Components,Percent of Total Possible Points,Percent Tested,Preliminary Grade 2016,Informational Baseline Grade 2015,Was the collocated rule used?,Collocated School Number,Charter School,Title 1,Alternative/ESE Center School,School Type,Percent of Minority Students,Percent of Economically Disadvantaged Students,DOE
13,DADE,0041,5,9,AIR BASE K-8 CENTER FOR INTERNATIONAL EDUCATION,82,72,66,86,73,68,66,78,76,,,667,9,74,100,A,A,N,,NO,NO,N,04,88,63,5
13,DADE,0070,7,9,CORAL REEF MONTESSORI ACADEMY CHARTER,63,56,41,53,50,32,39,83,55,,,472,9,52,99,C,A,N,,YES,NO,N,04,80,24,5
13,DADE,0071,4,5,EUGENIA B. THOMAS K-8 CENTER,67,63,59,67,64,53,63,73,66,,,575,9,64,100,A,A,N,,NO,NO,N,04,95,42,5
13,DADE,0072,7,9,SUMMERVILLE ADVANTAGE ACADEMY,54,58,54,69,56,38,42,,,,,371,7,53,100,C,C,N,,YES,YES,N,01,96,81,5
13,DADE,0073,5,9,MANDARIN LAKES K-8 ACADEMY,28,42,46,29,37,36,24,61,29,,,332,9,37,99,D,D,N,,NO,YES,N,04,97,96,5
13,DADE,0081,4,2,LENORA BRAYNON SMITH ELEMENTARY,30,50,60,45,61,46,21,,,,,313,7,45,100,C,D,N,,NO,YES,N,01,100,99,5
13,DADE,0091,1,4,BOB GRAHAM EDUCATION CENTER,66,63,49,74,78,66,58,81,68,,,603,9,67,99,A,A,N,,NO,NO,N,04,96,56,5
13,DADE,0092,1,3,NORMAN S. EDELCUP/SUNNY ISLES BEACH K-8,74,64,56,85,76,62,72,73,27,,,589,9,65,99,A,A,N,,NO,NO,N,04,52,44,5
13,DADE,0100,7,4,MATER ACADEMY,75,65,66,79,60,54,76,,,,,475,7,68,100,A,A,N,,YES,YES,N,01,99,92,5
13,DADE,0101,4,2,ARCOLA LAKE ELEMENTARY SCHOOL,31,54,60,52,49,46,32,,,,,324,7,46,100,C,F,N,,NO,YES,N,01,99,98,5
13,DADE,0111,4,2,MAYA ANGELOU ELEMENTARY SCHOOL,34,46,43,63,69,65,35,,,,,355,7,51,100,C,C,N,,NO,YES,N,01,99,98,5
13,DADE,0121,4,6,AUBURNDALE ELEMENTARY SCHOOL,49,51,43,51,48,40,47,,,,,329,7,47,100,C,B,N,,NO,YES,N,01,98,91,5
13,DADE,0122,4,5,DR. ROLANDO ESPINOSA K-8 CENTER,62,59,45,69,65,51,55,72,55,,,533,9,59,100,B,B,N,,NO,NO,N,04,95,41,5
13,DADE,0125,5,7,NORMA BUTLER BOSSARD ELEMENTARY SCHOOL,72,66,53,73,60,41,66,,,,,431,7,62,100,A,A,N,,NO,NO,N,01,95,68,5
13,DADE,0161,5,9,AVOCADO ELEMENTARY SCHOOL,26,29,,41,50,,,,,,,146,4,37,100,D,D,N,,NO,YES,N,01,94,94,5
13,DADE,0201,4,8,BANYAN ELEMENTARY SCHOOL,67,69,57,71,77,61,68,,,,,470,7,67,100,A,A,N,,NO,YES,N,01,97,81,5
13,DADE,0211,5,8,DR. MANUEL C. BARREIRO ELEMENTARY SCHOOL,68,60,49,75,70,43,59,,,,,424,7,61,100,B,A,N,,NO,NO,N,01,96,70,5
13,DADE,0231,1,3,AVENTURA WATERWAYS K-8 CENTER,69,67,54,67,61,49,54,82,64,,,567,9,63,100,A,A,N,,NO,NO,N,04,68,46,5
13,DADE,0241,1,3,RUTH K. BROAD BAY HARBOR K-8 CENTER,78,71,64,86,80,68,64,88,73,,,672,9,75,100,A,A,N,,NO,NO,N,04,60,38,5
13,DADE,0251,5,8,ETHEL KOGER BECKHAM ELEMENTARY,85,67,73,88,69,58,69,,,,,509,7,73,100,A,A,N,,NO,YES,N,01,98,74,5
13,DADE,0261,5,9,BEL-AIRE ELEMENTARY SCHOOL,29,44,55,47,54,55,30,,,,,314,7,45,100,C,D,N,,NO,YES,N,01,95,98,5
13,DADE,0271,5,8,BENT TREE ELEMENTARY SCHOOL,67,66,55,80,86,67,46,,,,,467,7,67,100,A,A,N,,NO,YES,N,01,98,78,5
13,DADE,0311,5,9,GOULDS ELEMENTARY SCHOOL,35,45,51,44,44,37,23,,,,,279,7,40,99,D,D,N,,NO,YES,N,01,98,95,5
13,DADE,0312,7,4,MATER GARDENS ACADEMY,70,69,59,88,89,90,69,,,,,534,7,76,100,A,A,N,,YES,NO,N,01,97,25,5
13,DADE,0321,1,3,BISCAYNE ELEMENTARY SCHOOL,50,55,38,60,61,57,48,,,,,369,7,53,100,C,C,N,,NO,YES,N,01,93,89,5
13,DADE,0332,7,9,SOMERSET ACADEMY (SILVER PALMS),65,53,45,69,54,51,61,81,70,,,549,9,61,100,B,A,N,,YES,YES,N,04,95,83,5
13,DADE,0339,7,9,SOMERSET ACADEMY CHARTER ELEMENTARY SCHOOL (SOUTH HOMESTEAD),59,54,62,72,67,50,59,,,,,423,7,60,100,B,B,N,,YES,YES,N,01,91,79,5
13,DADE,0341,1,1,ARCHCREEK ELEMENTARY SCHOOL,44,61,45,50,52,53,47,,,,,352,7,50,99,C,C,N,,NO,YES,N,01,100,95,5
13,DADE,0342,7,7,PINECREST ACADEMY (SOUTH CAMPUS),79,63,58,87,72,67,82,,,,,508,7,73,100,A,A,N,,YES,NO,N,01,96,61,5
13,DADE,0361,1,1,BISCAYNE GARDENS ELEMENTARY,42,64,69,52,50,32,51,,,,,360,7,51,100,C,C,N,,NO,YES,N,01,99,96,5
13,DADE,0400,7,5,RENAISSANCE ELEMENTARY CHARTER SCHOOL,86,70,67,89,75,65,83,,,,,535,7,76,100,A,A,N,,YES,NO,N,01,96,1,5
13,DADE,0401,4,2,VAN E. BLANTON ELEMENTARY SCHOOL,35,49,37,49,37,46,21,,,,,274,7,39,100,D,D,N,,NO,YES,N,01,99,97,5
13,DADE,0410,7,8,ACADEMIR CHARTER SCHOOL WEST,77,61,46,80,56,49,80,,,,,449,7,64,100,A,A,N,,YES,NO,N,01,99,63,5
13,DADE,0441,5,6,BLUE LAKES ELEMENTARY SCHOOL,63,50,38,65,40,29,53,,,,,338,7,48,100,C,B,N,,NO,NO,N,01,92,61,5
13,DADE,0451,5,8,BOWMAN ASHE/DOOLIN K-8 ACADEMY,57,59,48,59,54,41,57,55,61,,,491,9,55,100,B,B,N,,NO,YES,N,04,97,88,5
13,DADE,0481,1,5,JAMES H. BRIGHT ELEMENTARY/J.W. JOHNSON ELEMENTARY,44,51,51,52,59,60,49,,,,,366,7,52,99,C,C,N,,NO,YES,N,01,98,97,5
13,DADE,0510,7,8,ARCHIMEDEAN ACADEMY,88,72,67,95,87,85,77,,,,,571,7,82,100,A,A,N,,YES,NO,N,01,91,52,5
13,DADE,0520,7,7,SOMERSET ACADEMY CHARTER,74,65,60,83,66,53,57,,,,,458,7,65,100,A,A,N,,YES,NO,N,01,98,67,5
13,DADE,0521,4,2,BROADMOOR ELEMENTARY SCHOOL,34,46,38,48,61,52,31,,,,,310,7,44,100,C,D,N,,NO,YES,N,01,99,98,5
13,DADE,0561,1,1,W. J. BRYAN ELEMENTARY,41,57,55,48,58,50,40,,,,,349,7,50,100,C,C,N,,NO,YES,N,01,97,93,5
13,DADE,0600,7,8,PINECREST PREPARATORY ACADEMY,70,58,40,78,68,48,67,,,,,429,7,61,100,B,A,N,,YES,NO,N,01,98,57,5
13,DADE,0641,1,1,BUNCHE PARK ELEMENTARY SCHOOL,33,49,50,30,25,29,50,,,,,266,7,38,99,D,B,N,,NO,YES,N,01,98,99,5
13,DADE,0651,5,9,CAMPBELL DRIVE K-8 CENTER,34,48,48,47,47,43,33,59,73,,,432,9,48,99,C,C,N,,NO,YES,N,04,98,98,5
13,DADE,0661,5,7,CARIBBEAN K-8 CENTER,36,53,46,39,44,37,38,,,,,293,7,42,99,C,D,N,,NO,YES,N,04,98,94,5
13,DADE,0671,5,7,CALUSA ELEMENTARY SCHOOL,83,72,59,89,85,81,87,,,,,556,7,79,100,A,A,N,,NO,NO,N,01,92,52,5
13,DADE,0681,1,1,CAROL CITY ELEMENTARY SCHOOL,38,61,63,60,66,52,34,,,,,374,7,53,100,C,D,N,,NO,YES,N,01,99,95,5
13,DADE,0721,4,6,GEORGE W. CARVER ELEMENTARY SCHOOL,63,58,47,65,72,51,58,,,,,414,7,59,100,B,B,N,,NO,NO,N,01,89,66,5
13,DADE,0761,1,3,FIENBERG/FISHER K-8 CENTER,39,45,43,42,51,34,37,77,36,,,404,9,45,99,C,C,N,,NO,YES,N,04,90,88,5
13,DADE,0771,5,9,DR. WILLIAM A. CHAPMAN ELEMENTARY SCHOOL,42,38,44,49,47,50,42,,,,,312,7,45,100,C,C,N,,NO,YES,N,01,98,96,5
13,DADE,0801,4,6,CITRUS GROVE ELEMENTARY SCHOOL,34,47,49,32,24,29,24,,,,,239,7,34,100,D,C,N,,NO,YES,N,01,99,96,5
13,DADE,0831,5,7,CLAUDE PEPPER ELEMENTARY SCHOOL,68,63,53,81,78,66,73,,,,,482,7,69,100,A,A,N,,NO,NO,N,01,94,70,5
13,DADE,0841,4,6,COCONUT GROVE ELEMENTARY SCHOOL,79,76,70,82,74,47,70,,,,,498,7,71,100,A,A,N,,NO,NO,N,01,66,38,5
13,DADE,0861,5,9,COLONIAL DRIVE ELEMENTARY SCHOOL,41,48,61,51,41,50,32,,,,,324,7,46,100,C,C,N,,NO,YES,N,01,97,92,5
13,DADE,0881,4,2,COMSTOCK ELEMENTARY SCHOOL,32,38,41,38,43,29,20,,,,,241,7,34,100,D,D,N,,NO,YES,N,01,99,100,5
13,DADE,0950,7,3,AVENTURA CITY OF EXCELLENCE SCHOOL,82,65,54,88,77,67,86,97,60,,,676,9,75,100,A,A,N,,YES,NO,N,04,44,1,5
13,DADE,0961,4,6,CORAL GABLES PREPARATORY ACADEMY,80,64,54,75,58,40,63,93,81,,,608,9,68,100,A,A,N,,NO,NO,N,04,86,41,5
13,DADE,1000,7,0,TRUE NORTH CLASSICAL ACADEMY,84,83,,82,77,,75,,,,,401,5,80,100,A,,N,,YES,NO,N,01,72,15,5
13,DADE,1010,7,9,THE CHARTER SCHOOL AT WATERSTONE,60,52,34,57,39,26,55,,,,,323,7,46,100,C,A,N,,YES,YES,N,01,91,76,5
13,DADE,1014,7,1,HIGHLY INQUISITIVE AND VERSATILE EDUCATION (HIVE) PREPARATORY SCHOOL,67,58,49,72,58,53,76,90,,,,523,8,65,100,A,A,N,,YES,YES,N,04,97,79,5
13,DADE,1017,7,2,MATER ACADEMY OF INTERNATIONAL STUDIES,47,51,45,53,47,31,32,,,,,306,7,44,100,C,C,N,,YES,YES,N,01,99,98,5
13,DADE,1020,7,4,YOUTH CO-OP CHARTER SCHOOL,58,54,47,67,63,58,54,86,69,,,556,9,62,100,A,A,N,,YES,YES,N,04,99,84,5
13,DADE,1041,5,9,CORAL REEF ELEMENTARY SCHOOL,76,66,52,79,71,48,79,,,,,471,7,67,100,A,A,N,,NO,NO,N,01,71,38,5
13,DADE,1070,7,4,SOUTH FLORIDA AUTISM CHARTER SCHOOL INC,34,50,53,32,48,48,42,45,64,,,416,9,46,98,C,,Y,131070136611,YES,NO,E,04,85,39,5
13,DADE,1081,4,8,CORAL TERRACE ELEMENTARY SCHOOL,57,64,39,62,61,46,53,,,,,382,7,55,100,B,C,N,,NO,YES,N,01,98,94,5
13,DADE,1121,4,6,CORAL WAY K-8 CENTER,57,58,53,57,57,44,56,59,67,,,508,9,56,100,B,B,N,,NO,YES,N,04,94,73,5
13,DADE,1161,1,1,CRESTVIEW ELEMENTARY SCHOOL,34,53,54,47,60,54,44,,,,,346,7,49,100,C,C,N,,NO,YES,N,01,100,90,5
13,DADE,1241,5,9,CUTLER RIDGE ELEMENTARY SCHOOL,54,56,55,61,66,65,59,,,,,416,7,59,100,B,C,N,,NO,NO,N,01,92,75,5
13,DADE,1281,5,8,CYPRESS K-8 CENTER,60,58,59,56,52,33,65,,,,,383,7,55,99,B,B,N,,NO,YES,N,04,94,80,5
13,DADE,1331,5,7,DEVON AIRE K-8 CENTER,71,58,47,77,68,61,62,73,58,,,575,9,64,100,A,A,N,,NO,NO,N,04,89,56,5
13,DADE,1361,4,2,FREDERICK R. DOUGLASS ELEMENTARY,22,42,50,45,77,85,18,,,,,339,7,48,100,C,D,N,,NO,YES,N,01,98,100,5
13,DADE,1371,5,5,MARJORY STONEMAN DOUGLAS ELEM,63,64,55,76,69,57,61,,,,,445,7,64,100,A,B,N,,NO,YES,N,01,98,80,5
13,DADE,1401,4,2,CHARLES R DREW K-8 CENTER,30,51,50,47,62,51,41,71,80,,,483,9,54,100,B,C,N,,NO,YES,N,04,100,97,5
13,DADE,1441,4,2,PAUL LAURENCE DUNBAR K-8 CENTER,26,47,55,38,47,50,34,63,,,,360,8,45,100,C,D,N,,NO,YES,N,04,98,98,5
13,DADE,1521,1,4,AMELIA EARHART ELEMENTARY SCHOOL,51,62,63,55,55,47,57,,,,,390,7,56,100,B,C,N,,NO,YES,N,01,99,93,5
13,DADE,1561,4,2,EARLINGTON HEIGHTS ELEMENTARY SCHOOL,17,27,26,38,44,35,32,,,,,219,7,31,99,F,F,N,,NO,YES,N,01,100,100,5
13,DADE,1601,4,2,EDISON PARK K-8 CENTER,22,43,40,38,59,59,25,62,58,,,406,9,45,99,C,C,N,,NO,YES,N,04,99,97,5
13,DADE,1641,4,8,EMERSON ELEMENTARY SCHOOL,69,67,58,75,58,46,48,,,,,421,7,60,100,B,A,N,,NO,YES,N,01,96,88,5
13,DADE,1681,4,2,LILLIE C. EVANS K-8 CENTER,25,41,40,48,51,40,32,53,85,,,415,9,46,100,C,C,N,,NO,YES,N,04,100,99,5
13,DADE,1691,5,7,CHRISTINA M. EVE ELEMENTARY SCHOOL,71,66,53,72,61,27,55,,,,,405,7,58,100,B,A,N,,NO,NO,N,01,95,58,5
13,DADE,1721,4,8,EVERGLADES K-8 CENTER,63,58,50,60,51,40,51,76,68,,,517,9,57,100,B,A,N,,NO,YES,N,04,98,78,5
13,DADE,1761,4,6,DAVID FAIRCHILD ELEMENTARY SCHOOL,74,56,27,75,62,38,74,,,,,406,7,58,100,B,A,N,,NO,NO,N,01,78,37,5
13,DADE,1811,5,7,DANTE B. FASCELL ELEMENTARY SCHOOL,75,74,63,78,75,66,76,,,,,507,7,72,100,A,A,N,,NO,YES,N,01,98,88,5
13,DADE,1841,4,8,FLAGAMI ELEMENTARY SCHOOL,64,69,71,76,81,74,60,,,,,495,7,71,100,A,A,N,,NO,YES,N,01,100,89,5
13,DADE,1881,4,5,HENRY M. FLAGLER ELEMENTARY SCHOOL,52,59,50,58,69,70,46,,,,,404,7,58,100,B,C,N,,NO,YES,N,01,99,93,5
13,DADE,1921,1,4,FLAMINGO ELEMENTARY SCHOOL,54,61,63,54,64,45,59,,,,,400,7,57,100,B,C,N,,NO,YES,N,01,95,90,5
13,DADE,2001,5,9,FLORIDA CITY ELEMENTARY SCHOOL,37,51,65,51,48,50,26,,,,,328,7,47,100,C,C,N,,NO,YES,N,01,97,98,5
13,DADE,2002,7,0,ACADEMIR PREPARATORY ACADEMY,42,41,,62,76,,,,,,,221,4,55,100,B,,N,,YES,NO,N,01,97,73,5
13,DADE,2003,7,8,BRIDGEPREP ACADEMY SOUTH,66,54,46,69,54,46,66,75,70,,,546,9,61,100,B,A,N,,YES,NO,N,04,96,3,5
13,DADE,2004,7,6,ISAAC: INTEGRATED SCIENCE AND ASIAN CULTURE ACADEMY,70,,,60,,,,,,,,130,2,65,100,A,,N,,YES,YES,N,01,96,51,5
13,DADE,2006,7,1,RICHARD ALLEN LEADERSHIP ACADEMY,21,29,,3,14,,,,,,,67,4,17,97,F,F,N,,YES,YES,N,01,100,100,5
13,DADE,2007,7,6,SOMERSET ACADEMY ELEMENTARY SCHOOL SOUTH MIAMI CAMPUS,89,74,63,93,75,73,86,,,,,553,7,79,100,A,A,N,,YES,NO,N,01,91,18,5
13,DADE,2012,7,9,SOMERSET ARTS ACADEMY,62,61,48,59,47,31,53,,,,,361,7,52,100,C,A,N,,YES,NO,N,01,74,61,5
13,DADE,2013,7,2,BRIDGEPREP ACADEMY OF GREATER MIAMI,57,58,36,60,46,40,43,,,,,340,7,49,100,C,A,N,,YES,NO,N,01,92,6,5
